No,病院ID,有効,"接種日
※インポート時紐付け不要","接種（予約）開始時間
※インポート時紐付け不要","接種（予約）終了時間
※インポート時紐付け不要","昼休み開始時間
※インポート時紐付け不要","昼休み終了時間
※インポート時紐付け不要",予約枠あたりの時間（分）,予約枠あたりの接種者数,予約枠あたりの優先接種者数,予約開始までの日数,予約終了までの日数,予約変更までの日数,外部ID,開始時,終了時,昼休み開始,昼休み終了
84,6/02～6/20_総合保健福祉センター,TRUE,2021-07-11,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_総合保健福祉センター/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T14:50:00.000+9,2021-07-11T10:50:00.000+9,2021-07-11T13:50:00.000+9
85,6/02～6/20_東生涯学習センター,TRUE,2021-06-02,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-02,2021-06-02T13:20:00.000+9,2021-06-02T14:40:00.000+9,2021-06-02T14:00:00.000+9,2021-06-02T14:20:00.000+9
86,6/02～6/20_東生涯学習センター,TRUE,2021-06-03,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-03,2021-06-03T13:20:00.000+9,2021-06-03T14:40:00.000+9,2021-06-03T14:00:00.000+9,2021-06-03T14:20:00.000+9
87,6/02～6/20_東生涯学習センター,TRUE,2021-06-09,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-09,2021-06-09T13:20:00.000+9,2021-06-09T14:40:00.000+9,2021-06-09T14:00:00.000+9,2021-06-09T14:20:00.000+9
88,6/02～6/20_東生涯学習センター,TRUE,2021-06-10,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-10,2021-06-10T13:20:00.000+9,2021-06-10T14:40:00.000+9,2021-06-10T14:00:00.000+9,2021-06-10T14:20:00.000+9
89,6/02～6/20_東生涯学習センター,TRUE,2021-06-16,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-16,2021-06-16T13:20:00.000+9,2021-06-16T14:40:00.000+9,2021-06-16T14:00:00.000+9,2021-06-16T14:20:00.000+9
90,6/02～6/20_東生涯学習センター,TRUE,2021-06-17,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-17,2021-06-17T13:20:00.000+9,2021-06-17T14:40:00.000+9,2021-06-17T14:00:00.000+9,2021-06-17T14:20:00.000+9
91,6/02～6/20_東生涯学習センター,TRUE,2021-06-23,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:00:00.000+9,2021-06-23T14:20:00.000+9
92,6/02～6/20_東生涯学習センター,TRUE,2021-06-24,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:00:00.000+9,2021-06-24T14:20:00.000+9
93,6/02～6/20_東生涯学習センター,TRUE,2021-06-30,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:00:00.000+9,2021-06-30T14:20:00.000+9
94,6/02～6/20_東生涯学習センター,TRUE,2021-07-01,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T14:00:00.000+9,2021-07-01T14:20:00.000+9
95,6/02～6/20_東生涯学習センター,TRUE,2021-07-07,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T14:00:00.000+9,2021-07-07T14:20:00.000+9
96,6/02～6/20_東生涯学習センター,TRUE,2021-07-08,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T14:00:00.000+9,2021-07-08T14:20:00.000+9
97,6/02～6/20_東生涯学習センター,TRUE,2021-06-05,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
98,6/02～6/20_東生涯学習センター,TRUE,2021-06-12,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
99,6/02～6/20_東生涯学習センター,TRUE,2021-06-19,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
100,6/02～6/20_東生涯学習センター,TRUE,2021-06-26,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
101,6/02～6/20_東生涯学習センター,TRUE,2021-07-03,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
102,6/02～6/20_東生涯学習センター,TRUE,2021-07-10,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
103,6/02～6/20_東生涯学習センター,TRUE,2021-06-06,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/02～6/20_東生涯学習センター/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T14:50:00.000+9,2021-06-06T10:50:00.000+9,2021-06-06T13:50:00.000+9
104,6/02～6/20_東生涯学習センター,TRUE,2021-06-13,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/02～6/20_東生涯学習センター/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T14:50:00.000+9,2021-06-13T10:50:00.000+9,2021-06-13T13:50:00.000+9
105,6/02～6/20_東生涯学習センター,TRUE,2021-06-20,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/02～6/20_東生涯学習センター/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T14:50:00.000+9,2021-06-20T10:50:00.000+9,2021-06-20T13:50:00.000+9
106,6/02～6/20_東生涯学習センター,TRUE,2021-06-27,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_東生涯学習センター/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T14:50:00.000+9,2021-06-27T10:50:00.000+9,2021-06-27T13:50:00.000+9
107,6/02～6/20_東生涯学習センター,TRUE,2021-07-04,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_東生涯学習センター/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T14:50:00.000+9,2021-07-04T10:50:00.000+9,2021-07-04T13:50:00.000+9
108,6/02～6/20_東生涯学習センター,TRUE,2021-07-11,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_東生涯学習センター/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T14:50:00.000+9,2021-07-11T10:50:00.000+9,2021-07-11T13:50:00.000+9
109,6/02～6/20_西南生涯学習センター,TRUE,2021-06-02,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-02,2021-06-02T13:20:00.000+9,2021-06-02T14:40:00.000+9,2021-06-02T14:00:00.000+9,2021-06-02T14:20:00.000+9
110,6/02～6/20_西南生涯学習センター,TRUE,2021-06-03,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-03,2021-06-03T13:20:00.000+9,2021-06-03T14:40:00.000+9,2021-06-03T14:00:00.000+9,2021-06-03T14:20:00.000+9
111,6/02～6/20_西南生涯学習センター,TRUE,2021-06-09,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-09,2021-06-09T13:20:00.000+9,2021-06-09T14:40:00.000+9,2021-06-09T14:00:00.000+9,2021-06-09T14:20:00.000+9
112,6/02～6/20_西南生涯学習センター,TRUE,2021-06-10,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-10,2021-06-10T13:20:00.000+9,2021-06-10T14:40:00.000+9,2021-06-10T14:00:00.000+9,2021-06-10T14:20:00.000+9
113,6/02～6/20_西南生涯学習センター,TRUE,2021-06-16,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-16,2021-06-16T13:20:00.000+9,2021-06-16T14:40:00.000+9,2021-06-16T14:00:00.000+9,2021-06-16T14:20:00.000+9
114,6/02～6/20_西南生涯学習センター,TRUE,2021-06-17,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-17,2021-06-17T13:20:00.000+9,2021-06-17T14:40:00.000+9,2021-06-17T14:00:00.000+9,2021-06-17T14:20:00.000+9
115,6/02～6/20_西南生涯学習センター,TRUE,2021-06-23,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:00:00.000+9,2021-06-23T14:20:00.000+9
116,6/02～6/20_西南生涯学習センター,TRUE,2021-06-24,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:00:00.000+9,2021-06-24T14:20:00.000+9
117,6/02～6/20_西南生涯学習センター,TRUE,2021-06-30,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:00:00.000+9,2021-06-30T14:20:00.000+9
118,6/02～6/20_西南生涯学習センター,TRUE,2021-07-01,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T14:00:00.000+9,2021-07-01T14:20:00.000+9
119,6/02～6/20_西南生涯学習センター,TRUE,2021-07-07,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T14:00:00.000+9,2021-07-07T14:20:00.000+9
120,6/02～6/20_西南生涯学習センター,TRUE,2021-07-08,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T14:00:00.000+9,2021-07-08T14:20:00.000+9
121,6/02～6/20_西南生涯学習センター,TRUE,2021-06-05,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
122,6/02～6/20_西南生涯学習センター,TRUE,2021-06-12,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
123,6/02～6/20_西南生涯学習センター,TRUE,2021-06-19,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
124,6/02～6/20_西南生涯学習センター,TRUE,2021-06-26,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
125,6/02～6/20_西南生涯学習センター,TRUE,2021-07-03,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
126,6/02～6/20_西南生涯学習センター,TRUE,2021-07-10,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
127,6/02～6/20_西南生涯学習センター,TRUE,2021-06-06,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T14:50:00.000+9,2021-06-06T10:50:00.000+9,2021-06-06T13:50:00.000+9
128,6/02～6/20_西南生涯学習センター,TRUE,2021-06-13,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T14:50:00.000+9,2021-06-13T10:50:00.000+9,2021-06-13T13:50:00.000+9
129,6/02～6/20_西南生涯学習センター,TRUE,2021-06-20,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/02～6/20_西南生涯学習センター/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T14:50:00.000+9,2021-06-20T10:50:00.000+9,2021-06-20T13:50:00.000+9
130,6/02～6/20_西南生涯学習センター,TRUE,2021-06-27,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_西南生涯学習センター/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T14:50:00.000+9,2021-06-27T10:50:00.000+9,2021-06-27T13:50:00.000+9
131,6/02～6/20_西南生涯学習センター,TRUE,2021-07-04,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T14:50:00.000+9,2021-07-04T10:50:00.000+9,2021-07-04T13:50:00.000+9
132,6/02～6/20_西南生涯学習センター,TRUE,2021-07-11,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/02～6/20_西南生涯学習センター/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T14:50:00.000+9,2021-07-11T10:50:00.000+9,2021-07-11T13:50:00.000+9
133,6/23～6/30_総合保健福祉センター,TRUE,2021-06-23,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_総合保健福祉センター/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:00:00.000+9,2021-06-23T14:20:00.000+9
134,6/23～6/30_総合保健福祉センター,TRUE,2021-06-24,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_総合保健福祉センター/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:00:00.000+9,2021-06-24T14:20:00.000+9
135,6/23～6/30_総合保健福祉センター,TRUE,2021-06-30,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_総合保健福祉センター/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:00:00.000+9,2021-06-30T14:20:00.000+9
136,6/23～6/30_総合保健福祉センター,TRUE,2021-07-14,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_総合保健福祉センター/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T14:00:00.000+9,2021-07-14T14:20:00.000+9
137,6/23～6/30_総合保健福祉センター,TRUE,2021-07-15,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_総合保健福祉センター/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T14:00:00.000+9,2021-07-15T14:20:00.000+9
138,6/23～6/30_総合保健福祉センター,TRUE,2021-07-21,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_総合保健福祉センター/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T14:00:00.000+9,2021-07-21T14:20:00.000+9
139,6/23～6/30_総合保健福祉センター,TRUE,2021-06-26,13:20,16:40,,,10,3,1,120,2,2,6/23～6/30_総合保健福祉センター/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
140,6/23～6/30_総合保健福祉センター,TRUE,2021-07-17,13:20,16:40,,,10,3,1,0,0,0,6/23～6/30_総合保健福祉センター/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
141,6/23～6/30_総合保健福祉センター,TRUE,2021-06-27,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/23～6/30_総合保健福祉センター/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T14:50:00.000+9,2021-06-27T10:50:00.000+9,2021-06-27T13:50:00.000+9
142,6/23～6/30_総合保健福祉センター,TRUE,2021-07-18,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/23～6/30_総合保健福祉センター/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T14:50:00.000+9,2021-07-18T10:50:00.000+9,2021-07-18T13:50:00.000+9
143,6/23～6/30_東生涯学習センター,TRUE,2021-06-23,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_東生涯学習センター/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:00:00.000+9,2021-06-23T14:20:00.000+9
144,6/23～6/30_東生涯学習センター,TRUE,2021-06-24,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_東生涯学習センター/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:00:00.000+9,2021-06-24T14:20:00.000+9
145,6/23～6/30_東生涯学習センター,TRUE,2021-06-30,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_東生涯学習センター/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:00:00.000+9,2021-06-30T14:20:00.000+9
146,6/23～6/30_東生涯学習センター,TRUE,2021-07-14,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_東生涯学習センター/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T14:00:00.000+9,2021-07-14T14:20:00.000+9
147,6/23～6/30_東生涯学習センター,TRUE,2021-07-15,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_東生涯学習センター/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T14:00:00.000+9,2021-07-15T14:20:00.000+9
148,6/23～6/30_東生涯学習センター,TRUE,2021-07-21,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_東生涯学習センター/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T14:00:00.000+9,2021-07-21T14:20:00.000+9
149,6/23～6/30_東生涯学習センター,TRUE,2021-06-26,13:20,16:40,,,10,3,1,120,2,2,6/23～6/30_東生涯学習センター/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
150,6/23～6/30_東生涯学習センター,TRUE,2021-07-17,13:20,16:40,,,10,3,1,0,0,0,6/23～6/30_東生涯学習センター/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
151,6/23～6/30_東生涯学習センター,TRUE,2021-06-27,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/23～6/30_東生涯学習センター/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T14:50:00.000+9,2021-06-27T10:50:00.000+9,2021-06-27T13:50:00.000+9
152,6/23～6/30_東生涯学習センター,TRUE,2021-07-18,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/23～6/30_東生涯学習センター/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T14:50:00.000+9,2021-07-18T10:50:00.000+9,2021-07-18T13:50:00.000+9
153,6/23～6/30_西南生涯学習センター,TRUE,2021-06-23,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_西南生涯学習センター/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:00:00.000+9,2021-06-23T14:20:00.000+9
154,6/23～6/30_西南生涯学習センター,TRUE,2021-06-24,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_西南生涯学習センター/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:00:00.000+9,2021-06-24T14:20:00.000+9
155,6/23～6/30_西南生涯学習センター,TRUE,2021-06-30,13:20,14:40,14:00,14:20,10,3,1,120,2,2,6/23～6/30_西南生涯学習センター/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:00:00.000+9,2021-06-30T14:20:00.000+9
156,6/23～6/30_西南生涯学習センター,TRUE,2021-07-14,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_西南生涯学習センター/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T14:00:00.000+9,2021-07-14T14:20:00.000+9
157,6/23～6/30_西南生涯学習センター,TRUE,2021-07-15,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_西南生涯学習センター/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T14:00:00.000+9,2021-07-15T14:20:00.000+9
158,6/23～6/30_西南生涯学習センター,TRUE,2021-07-21,13:20,14:40,14:00,14:20,10,3,1,0,0,0,6/23～6/30_西南生涯学習センター/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T14:00:00.000+9,2021-07-21T14:20:00.000+9
159,6/23～6/30_西南生涯学習センター,TRUE,2021-06-26,13:20,16:40,,,10,3,1,120,2,2,6/23～6/30_西南生涯学習センター/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
160,6/23～6/30_西南生涯学習センター,TRUE,2021-07-17,13:20,16:40,,,10,3,1,0,0,0,6/23～6/30_西南生涯学習センター/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
161,6/23～6/30_西南生涯学習センター,TRUE,2021-06-27,9:50,14:50,10:50,13:50,10,5,2,120,2,2,6/23～6/30_西南生涯学習センター/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T14:50:00.000+9,2021-06-27T10:50:00.000+9,2021-06-27T13:50:00.000+9
162,6/23～6/30_西南生涯学習センター,TRUE,2021-07-18,9:50,14:50,10:50,13:50,10,5,2,0,0,0,6/23～6/30_西南生涯学習センター/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T14:50:00.000+9,2021-07-18T10:50:00.000+9,2021-07-18T13:50:00.000+9
