周,No,病院ID,有効,"接種日
※インポート時紐付け不要","接種（予約）開始時間
※インポート時紐付け不要","接種（予約）終了時間
※インポート時紐付け不要","昼休み開始時間
※インポート時紐付け不要","昼休み終了時間
※インポート時紐付け不要",予約枠あたりの時間（分）,予約枠あたりの接種者数,予約枠あたりの優先接種者数,予約開始までの日数,予約終了までの日数,予約変更までの日数,外部ID,開始時,終了時,昼休み開始,昼休み終了
5,80,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-03,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-03,2021-06-03T13:20:00.000+9,2021-06-03T14:40:00.000+9,2021-06-03T14:10:00.000+9,2021-06-03T14:20:00.000+9
5,81,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-09,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-09,2021-06-09T13:20:00.000+9,2021-06-09T14:40:00.000+9,2021-06-09T14:10:00.000+9,2021-06-09T14:20:00.000+9
5,82,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-10,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-10,2021-06-10T13:20:00.000+9,2021-06-10T14:40:00.000+9,2021-06-10T14:10:00.000+9,2021-06-10T14:20:00.000+9
5,83,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-16,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-16,2021-06-16T13:20:00.000+9,2021-06-16T14:40:00.000+9,2021-06-16T14:10:00.000+9,2021-06-16T14:20:00.000+9
5,84,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-17,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-17,2021-06-17T13:20:00.000+9,2021-06-17T14:40:00.000+9,2021-06-17T14:10:00.000+9,2021-06-17T14:20:00.000+9
5,85,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-23,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:10:00.000+9,2021-06-23T14:20:00.000+9
5,86,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-24,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:10:00.000+9,2021-06-24T14:20:00.000+9
5,87,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-30,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:10:00.000+9,2021-06-30T14:20:00.000+9
5,88,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-01,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T14:10:00.000+9,2021-07-01T14:20:00.000+9
5,89,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-07,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T14:10:00.000+9,2021-07-07T14:20:00.000+9
5,90,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-08,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T14:10:00.000+9,2021-07-08T14:20:00.000+9
5,91,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-05,13:20,16:40,,,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
5,92,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-12,13:20,16:40,,,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
5,93,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-19,13:20,16:40,,,10,4,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
5,94,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-26,13:20,16:40,,,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
5,95,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-03,13:20,16:40,,,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
5,96,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-10,13:20,16:40,,,10,4,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
5,97,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-06,9:50,15:50,11:50,13:50,10,3,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T15:50:00.000+9,2021-06-06T11:50:00.000+9,2021-06-06T13:50:00.000+9
5,98,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-13,9:50,15:50,11:50,13:50,10,3,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T15:50:00.000+9,2021-06-13T11:50:00.000+9,2021-06-13T13:50:00.000+9
5,99,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-20,9:50,15:50,11:50,13:50,10,3,1,120,3,3,8/04～8/22_東生涯学習センター(60歳)/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T15:50:00.000+9,2021-06-20T11:50:00.000+9,2021-06-20T13:50:00.000+9
5,100,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,3,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
5,101,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,3,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
5,102,8/04～8/22_東生涯学習センター(60歳),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,3,1,0,0,0,8/04～8/22_東生涯学習センター(60歳)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
5,103,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-02,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-02,2021-06-02T13:20:00.000+9,2021-06-02T14:40:00.000+9,2021-06-02T14:10:00.000+9,2021-06-02T14:20:00.000+9
5,104,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-03,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-03,2021-06-03T13:20:00.000+9,2021-06-03T14:40:00.000+9,2021-06-03T14:10:00.000+9,2021-06-03T14:20:00.000+9
5,105,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-09,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-09,2021-06-09T13:20:00.000+9,2021-06-09T14:40:00.000+9,2021-06-09T14:10:00.000+9,2021-06-09T14:20:00.000+9
5,106,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-10,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-10,2021-06-10T13:20:00.000+9,2021-06-10T14:40:00.000+9,2021-06-10T14:10:00.000+9,2021-06-10T14:20:00.000+9
5,107,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-16,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-16,2021-06-16T13:20:00.000+9,2021-06-16T14:40:00.000+9,2021-06-16T14:10:00.000+9,2021-06-16T14:20:00.000+9
5,108,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-17,13:20,14:40,14:10,14:20,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-17,2021-06-17T13:20:00.000+9,2021-06-17T14:40:00.000+9,2021-06-17T14:10:00.000+9,2021-06-17T14:20:00.000+9
5,109,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-23,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T14:10:00.000+9,2021-06-23T14:20:00.000+9
5,110,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-24,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T14:10:00.000+9,2021-06-24T14:20:00.000+9
5,111,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-30,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T14:10:00.000+9,2021-06-30T14:20:00.000+9
5,112,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-01,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T14:10:00.000+9,2021-07-01T14:20:00.000+9
5,113,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-07,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T14:10:00.000+9,2021-07-07T14:20:00.000+9
5,114,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-08,13:20,14:40,14:10,14:20,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T14:10:00.000+9,2021-07-08T14:20:00.000+9
5,115,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-05,13:20,16:40,,,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
5,116,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-12,13:20,16:40,,,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
5,117,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-19,13:20,16:40,,,10,4,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
5,118,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-26,13:20,16:40,,,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
5,119,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-03,13:20,16:40,,,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
5,120,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-10,13:20,16:40,,,10,4,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
5,121,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-06,9:50,15:50,11:50,13:50,10,3,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T15:50:00.000+9,2021-06-06T11:50:00.000+9,2021-06-06T13:50:00.000+9
5,122,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-13,9:50,15:50,11:50,13:50,10,3,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T15:50:00.000+9,2021-06-13T11:50:00.000+9,2021-06-13T13:50:00.000+9
5,123,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-20,9:50,15:50,11:50,13:50,10,3,1,120,3,3,8/04～8/22_西南生涯学習センター(60歳)/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T15:50:00.000+9,2021-06-20T11:50:00.000+9,2021-06-20T13:50:00.000+9
5,124,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,3,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
5,125,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,3,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
5,126,8/04～8/22_西南生涯学習センター(60歳),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,3,1,0,0,0,8/04～8/22_西南生涯学習センター(60歳)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
