周,No,病院ID,有効,"接種日
※インポート時紐付け不要","接種（予約）開始時間
※インポート時紐付け不要","接種（予約）終了時間
※インポート時紐付け不要","昼休み開始時間
※インポート時紐付け不要","昼休み終了時間
※インポート時紐付け不要",予約枠あたりの時間（分）,予約枠あたりの接種者数,予約枠あたりの優先接種者数,予約開始までの日数,予約終了までの日数,予約変更までの日数,外部ID,開始時,終了時,昼休み開始,昼休み終了
6,12,8/25～9/12_総合保健福祉センター,TRUE,2021-09-30,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-09-30,2021-09-30T13:20:00.000+9,2021-09-30T14:20:00.000+9,2021-09-30T00:00:00.000+9,2021-09-30T00:00:00.000+9
6,13,8/25～9/12_総合保健福祉センター,TRUE,2021-08-28,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_総合保健福祉センター/2021-08-28,2021-08-28T13:20:00.000+9,2021-08-28T16:20:00.000+9,2021-08-28T00:00:00.000+9,2021-08-28T00:00:00.000+9
6,14,8/25～9/12_総合保健福祉センター,TRUE,2021-09-04,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_総合保健福祉センター/2021-09-04,2021-09-04T13:20:00.000+9,2021-09-04T16:20:00.000+9,2021-09-04T00:00:00.000+9,2021-09-04T00:00:00.000+9
6,15,8/25～9/12_総合保健福祉センター,TRUE,2021-09-11,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_総合保健福祉センター/2021-09-11,2021-09-11T13:20:00.000+9,2021-09-11T16:20:00.000+9,2021-09-11T00:00:00.000+9,2021-09-11T00:00:00.000+9
6,16,8/25～9/12_総合保健福祉センター,TRUE,2021-09-18,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-09-18,2021-09-18T13:20:00.000+9,2021-09-18T16:20:00.000+9,2021-09-18T00:00:00.000+9,2021-09-18T00:00:00.000+9
6,17,8/25～9/12_総合保健福祉センター,TRUE,2021-09-25,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-09-25,2021-09-25T13:20:00.000+9,2021-09-25T16:20:00.000+9,2021-09-25T00:00:00.000+9,2021-09-25T00:00:00.000+9
6,18,8/25～9/12_総合保健福祉センター,TRUE,2021-10-02,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-10-02,2021-10-02T13:20:00.000+9,2021-10-02T16:20:00.000+9,2021-10-02T00:00:00.000+9,2021-10-02T00:00:00.000+9
6,19,8/25～9/12_総合保健福祉センター,TRUE,2021-08-29,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_総合保健福祉センター/2021-08-29,2021-08-29T10:20:00.000+9,2021-08-29T15:20:00.000+9,2021-08-29T11:50:00.000+9,2021-08-29T13:50:00.000+9
6,20,8/25～9/12_総合保健福祉センター,TRUE,2021-09-05,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_総合保健福祉センター/2021-09-05,2021-09-05T10:20:00.000+9,2021-09-05T15:20:00.000+9,2021-09-05T11:50:00.000+9,2021-09-05T13:50:00.000+9
6,21,8/25～9/12_総合保健福祉センター,TRUE,2021-09-12,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_総合保健福祉センター/2021-09-12,2021-09-12T10:20:00.000+9,2021-09-12T15:20:00.000+9,2021-09-12T11:50:00.000+9,2021-09-12T13:50:00.000+9
6,22,8/25～9/12_総合保健福祉センター,TRUE,2021-09-19,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-09-19,2021-09-19T10:20:00.000+9,2021-09-19T15:20:00.000+9,2021-09-19T11:50:00.000+9,2021-09-19T13:50:00.000+9
6,23,8/25～9/12_総合保健福祉センター,TRUE,2021-09-26,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-09-26,2021-09-26T10:20:00.000+9,2021-09-26T15:20:00.000+9,2021-09-26T11:50:00.000+9,2021-09-26T13:50:00.000+9
6,24,8/25～9/12_総合保健福祉センター,TRUE,2021-10-03,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_総合保健福祉センター/2021-10-03,2021-10-03T10:20:00.000+9,2021-10-03T15:20:00.000+9,2021-10-03T11:50:00.000+9,2021-10-03T13:50:00.000+9
6,25,8/25～9/12_東生涯学習センター,TRUE,2021-08-25,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_東生涯学習センター/2021-08-25,2021-08-25T13:20:00.000+9,2021-08-25T14:20:00.000+9,2021-08-25T00:00:00.000+9,2021-08-25T00:00:00.000+9
6,26,8/25～9/12_東生涯学習センター,TRUE,2021-08-26,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_東生涯学習センター/2021-08-26,2021-08-26T13:20:00.000+9,2021-08-26T14:20:00.000+9,2021-08-26T00:00:00.000+9,2021-08-26T00:00:00.000+9
6,27,8/25～9/12_東生涯学習センター,TRUE,2021-09-01,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-01,2021-09-01T13:20:00.000+9,2021-09-01T14:20:00.000+9,2021-09-01T00:00:00.000+9,2021-09-01T00:00:00.000+9
6,28,8/25～9/12_東生涯学習センター,TRUE,2021-09-02,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-02,2021-09-02T13:20:00.000+9,2021-09-02T14:20:00.000+9,2021-09-02T00:00:00.000+9,2021-09-02T00:00:00.000+9
6,29,8/25～9/12_東生涯学習センター,TRUE,2021-09-08,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-08,2021-09-08T13:20:00.000+9,2021-09-08T14:20:00.000+9,2021-09-08T00:00:00.000+9,2021-09-08T00:00:00.000+9
6,30,8/25～9/12_東生涯学習センター,TRUE,2021-09-09,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-09,2021-09-09T13:20:00.000+9,2021-09-09T14:20:00.000+9,2021-09-09T00:00:00.000+9,2021-09-09T00:00:00.000+9
6,31,8/25～9/12_東生涯学習センター,TRUE,2021-09-15,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-15,2021-09-15T13:20:00.000+9,2021-09-15T14:20:00.000+9,2021-09-15T00:00:00.000+9,2021-09-15T00:00:00.000+9
6,32,8/25～9/12_東生涯学習センター,TRUE,2021-09-16,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-16,2021-09-16T13:20:00.000+9,2021-09-16T14:20:00.000+9,2021-09-16T00:00:00.000+9,2021-09-16T00:00:00.000+9
6,33,8/25～9/12_東生涯学習センター,TRUE,2021-09-22,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-22,2021-09-22T13:20:00.000+9,2021-09-22T14:20:00.000+9,2021-09-22T00:00:00.000+9,2021-09-22T00:00:00.000+9
6,34,8/25～9/12_東生涯学習センター,TRUE,2021-09-23,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-23,2021-09-23T13:20:00.000+9,2021-09-23T14:20:00.000+9,2021-09-23T00:00:00.000+9,2021-09-23T00:00:00.000+9
6,35,8/25～9/12_東生涯学習センター,TRUE,2021-09-29,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-29,2021-09-29T13:20:00.000+9,2021-09-29T14:20:00.000+9,2021-09-29T00:00:00.000+9,2021-09-29T00:00:00.000+9
6,36,8/25～9/12_東生涯学習センター,TRUE,2021-09-30,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-30,2021-09-30T13:20:00.000+9,2021-09-30T14:20:00.000+9,2021-09-30T00:00:00.000+9,2021-09-30T00:00:00.000+9
6,37,8/25～9/12_東生涯学習センター,TRUE,2021-08-28,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_東生涯学習センター/2021-08-28,2021-08-28T13:20:00.000+9,2021-08-28T16:20:00.000+9,2021-08-28T00:00:00.000+9,2021-08-28T00:00:00.000+9
6,38,8/25～9/12_東生涯学習センター,TRUE,2021-09-04,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-04,2021-09-04T13:20:00.000+9,2021-09-04T16:20:00.000+9,2021-09-04T00:00:00.000+9,2021-09-04T00:00:00.000+9
6,39,8/25～9/12_東生涯学習センター,TRUE,2021-09-11,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-11,2021-09-11T13:20:00.000+9,2021-09-11T16:20:00.000+9,2021-09-11T00:00:00.000+9,2021-09-11T00:00:00.000+9
6,40,8/25～9/12_東生涯学習センター,TRUE,2021-09-18,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-18,2021-09-18T13:20:00.000+9,2021-09-18T16:20:00.000+9,2021-09-18T00:00:00.000+9,2021-09-18T00:00:00.000+9
6,41,8/25～9/12_東生涯学習センター,TRUE,2021-09-25,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-25,2021-09-25T13:20:00.000+9,2021-09-25T16:20:00.000+9,2021-09-25T00:00:00.000+9,2021-09-25T00:00:00.000+9
6,42,8/25～9/12_東生涯学習センター,TRUE,2021-10-02,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_東生涯学習センター/2021-10-02,2021-10-02T13:20:00.000+9,2021-10-02T16:20:00.000+9,2021-10-02T00:00:00.000+9,2021-10-02T00:00:00.000+9
6,43,8/25～9/12_東生涯学習センター,TRUE,2021-08-29,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_東生涯学習センター/2021-08-29,2021-08-29T10:20:00.000+9,2021-08-29T15:20:00.000+9,2021-08-29T11:50:00.000+9,2021-08-29T13:50:00.000+9
6,44,8/25～9/12_東生涯学習センター,TRUE,2021-09-05,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-05,2021-09-05T10:20:00.000+9,2021-09-05T15:20:00.000+9,2021-09-05T11:50:00.000+9,2021-09-05T13:50:00.000+9
6,45,8/25～9/12_東生涯学習センター,TRUE,2021-09-12,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_東生涯学習センター/2021-09-12,2021-09-12T10:20:00.000+9,2021-09-12T15:20:00.000+9,2021-09-12T11:50:00.000+9,2021-09-12T13:50:00.000+9
6,46,8/25～9/12_東生涯学習センター,TRUE,2021-09-19,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-19,2021-09-19T10:20:00.000+9,2021-09-19T15:20:00.000+9,2021-09-19T11:50:00.000+9,2021-09-19T13:50:00.000+9
6,47,8/25～9/12_東生涯学習センター,TRUE,2021-09-26,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_東生涯学習センター/2021-09-26,2021-09-26T10:20:00.000+9,2021-09-26T15:20:00.000+9,2021-09-26T11:50:00.000+9,2021-09-26T13:50:00.000+9
6,48,8/25～9/12_東生涯学習センター,TRUE,2021-10-03,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_東生涯学習センター/2021-10-03,2021-10-03T10:20:00.000+9,2021-10-03T15:20:00.000+9,2021-10-03T11:50:00.000+9,2021-10-03T13:50:00.000+9
6,49,8/25～9/12_西南生涯学習センター,TRUE,2021-08-25,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-08-25,2021-08-25T13:20:00.000+9,2021-08-25T14:20:00.000+9,2021-08-25T00:00:00.000+9,2021-08-25T00:00:00.000+9
6,50,8/25～9/12_西南生涯学習センター,TRUE,2021-08-26,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-08-26,2021-08-26T13:20:00.000+9,2021-08-26T14:20:00.000+9,2021-08-26T00:00:00.000+9,2021-08-26T00:00:00.000+9
6,51,8/25～9/12_西南生涯学習センター,TRUE,2021-09-01,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-01,2021-09-01T13:20:00.000+9,2021-09-01T14:20:00.000+9,2021-09-01T00:00:00.000+9,2021-09-01T00:00:00.000+9
6,52,8/25～9/12_西南生涯学習センター,TRUE,2021-09-02,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-02,2021-09-02T13:20:00.000+9,2021-09-02T14:20:00.000+9,2021-09-02T00:00:00.000+9,2021-09-02T00:00:00.000+9
6,53,8/25～9/12_西南生涯学習センター,TRUE,2021-09-08,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-08,2021-09-08T13:20:00.000+9,2021-09-08T14:20:00.000+9,2021-09-08T00:00:00.000+9,2021-09-08T00:00:00.000+9
6,54,8/25～9/12_西南生涯学習センター,TRUE,2021-09-09,13:20,14:20,,,10,6,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-09,2021-09-09T13:20:00.000+9,2021-09-09T14:20:00.000+9,2021-09-09T00:00:00.000+9,2021-09-09T00:00:00.000+9
6,55,8/25～9/12_西南生涯学習センター,TRUE,2021-09-15,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-15,2021-09-15T13:20:00.000+9,2021-09-15T14:20:00.000+9,2021-09-15T00:00:00.000+9,2021-09-15T00:00:00.000+9
6,56,8/25～9/12_西南生涯学習センター,TRUE,2021-09-16,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-16,2021-09-16T13:20:00.000+9,2021-09-16T14:20:00.000+9,2021-09-16T00:00:00.000+9,2021-09-16T00:00:00.000+9
6,57,8/25～9/12_西南生涯学習センター,TRUE,2021-09-22,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-22,2021-09-22T13:20:00.000+9,2021-09-22T14:20:00.000+9,2021-09-22T00:00:00.000+9,2021-09-22T00:00:00.000+9
6,58,8/25～9/12_西南生涯学習センター,TRUE,2021-09-23,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-23,2021-09-23T13:20:00.000+9,2021-09-23T14:20:00.000+9,2021-09-23T00:00:00.000+9,2021-09-23T00:00:00.000+9
6,59,8/25～9/12_西南生涯学習センター,TRUE,2021-09-29,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-29,2021-09-29T13:20:00.000+9,2021-09-29T14:20:00.000+9,2021-09-29T00:00:00.000+9,2021-09-29T00:00:00.000+9
6,60,8/25～9/12_西南生涯学習センター,TRUE,2021-09-30,13:20,14:20,,,10,6,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-30,2021-09-30T13:20:00.000+9,2021-09-30T14:20:00.000+9,2021-09-30T00:00:00.000+9,2021-09-30T00:00:00.000+9
6,61,8/25～9/12_西南生涯学習センター,TRUE,2021-08-28,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-08-28,2021-08-28T13:20:00.000+9,2021-08-28T16:20:00.000+9,2021-08-28T00:00:00.000+9,2021-08-28T00:00:00.000+9
6,62,8/25～9/12_西南生涯学習センター,TRUE,2021-09-04,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-04,2021-09-04T13:20:00.000+9,2021-09-04T16:20:00.000+9,2021-09-04T00:00:00.000+9,2021-09-04T00:00:00.000+9
6,63,8/25～9/12_西南生涯学習センター,TRUE,2021-09-11,13:20,16:20,,,10,5,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-11,2021-09-11T13:20:00.000+9,2021-09-11T16:20:00.000+9,2021-09-11T00:00:00.000+9,2021-09-11T00:00:00.000+9
6,64,8/25～9/12_西南生涯学習センター,TRUE,2021-09-18,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-18,2021-09-18T13:20:00.000+9,2021-09-18T16:20:00.000+9,2021-09-18T00:00:00.000+9,2021-09-18T00:00:00.000+9
6,65,8/25～9/12_西南生涯学習センター,TRUE,2021-09-25,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-25,2021-09-25T13:20:00.000+9,2021-09-25T16:20:00.000+9,2021-09-25T00:00:00.000+9,2021-09-25T00:00:00.000+9
6,66,8/25～9/12_西南生涯学習センター,TRUE,2021-10-02,13:20,16:20,,,10,5,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-10-02,2021-10-02T13:20:00.000+9,2021-10-02T16:20:00.000+9,2021-10-02T00:00:00.000+9,2021-10-02T00:00:00.000+9
6,67,8/25～9/12_西南生涯学習センター,TRUE,2021-08-29,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-08-29,2021-08-29T10:20:00.000+9,2021-08-29T15:20:00.000+9,2021-08-29T11:50:00.000+9,2021-08-29T13:50:00.000+9
6,68,8/25～9/12_西南生涯学習センター,TRUE,2021-09-05,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-05,2021-09-05T10:20:00.000+9,2021-09-05T15:20:00.000+9,2021-09-05T11:50:00.000+9,2021-09-05T13:50:00.000+9
6,69,8/25～9/12_西南生涯学習センター,TRUE,2021-09-12,10:20,15:20,11:50,13:50,10,5,1,120,3,3,8/25～9/12_西南生涯学習センター/2021-09-12,2021-09-12T10:20:00.000+9,2021-09-12T15:20:00.000+9,2021-09-12T11:50:00.000+9,2021-09-12T13:50:00.000+9
6,70,8/25～9/12_西南生涯学習センター,TRUE,2021-09-19,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-19,2021-09-19T10:20:00.000+9,2021-09-19T15:20:00.000+9,2021-09-19T11:50:00.000+9,2021-09-19T13:50:00.000+9
6,71,8/25～9/12_西南生涯学習センター,TRUE,2021-09-26,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-09-26,2021-09-26T10:20:00.000+9,2021-09-26T15:20:00.000+9,2021-09-26T11:50:00.000+9,2021-09-26T13:50:00.000+9
6,72,8/25～9/12_西南生涯学習センター,TRUE,2021-10-03,10:20,15:20,11:50,13:50,10,5,1,0,0,0,8/25～9/12_西南生涯学習センター/2021-10-03,2021-10-03T10:20:00.000+9,2021-10-03T15:20:00.000+9,2021-10-03T11:50:00.000+9,2021-10-03T13:50:00.000+9
