周,No,病院ID,有効,"接種日
※インポート時紐付け不要","接種（予約）開始時間
※インポート時紐付け不要","接種（予約）終了時間
※インポート時紐付け不要","昼休み開始時間
※インポート時紐付け不要","昼休み終了時間
※インポート時紐付け不要",予約枠あたりの時間（分）,予約枠あたりの接種者数,予約枠あたりの優先接種者数,予約開始までの日数,予約終了までの日数,予約変更までの日数,外部ID,開始時,終了時,昼休み開始,昼休み終了
2,11,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-07-07,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T00:00:00.000+9,2021-07-07T00:00:00.000+9
2,12,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-07-08,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T00:00:00.000+9,2021-07-08T00:00:00.000+9
2,13,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-05,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
2,14,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-12,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
2,15,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-19,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
2,16,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-26,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
2,17,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-07-03,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
2,18,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-07-10,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
2,19,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-06,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T15:50:00.000+9,2021-06-06T11:50:00.000+9,2021-06-06T13:50:00.000+9
2,20,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-13,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T15:50:00.000+9,2021-06-13T11:50:00.000+9,2021-06-13T13:50:00.000+9
2,21,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-20,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T15:50:00.000+9,2021-06-20T11:50:00.000+9,2021-06-20T13:50:00.000+9
2,22,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
2,23,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
2,24,6/02～6/20_総合保健福祉センター(65歳以上),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_総合保健福祉センター(65歳以上)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
2,25,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-02,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-02,2021-06-02T13:20:00.000+9,2021-06-02T14:40:00.000+9,2021-06-02T00:00:00.000+9,2021-06-02T00:00:00.000+9
2,26,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-03,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-03,2021-06-03T13:20:00.000+9,2021-06-03T14:40:00.000+9,2021-06-03T00:00:00.000+9,2021-06-03T00:00:00.000+9
2,27,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-09,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-09,2021-06-09T13:20:00.000+9,2021-06-09T14:40:00.000+9,2021-06-09T00:00:00.000+9,2021-06-09T00:00:00.000+9
2,28,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-10,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-10,2021-06-10T13:20:00.000+9,2021-06-10T14:40:00.000+9,2021-06-10T00:00:00.000+9,2021-06-10T00:00:00.000+9
2,29,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-16,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-16,2021-06-16T13:20:00.000+9,2021-06-16T14:40:00.000+9,2021-06-16T00:00:00.000+9,2021-06-16T00:00:00.000+9
2,30,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-17,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-17,2021-06-17T13:20:00.000+9,2021-06-17T14:40:00.000+9,2021-06-17T00:00:00.000+9,2021-06-17T00:00:00.000+9
2,31,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-23,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T00:00:00.000+9,2021-06-23T00:00:00.000+9
2,32,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-24,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T00:00:00.000+9,2021-06-24T00:00:00.000+9
2,33,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-30,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T00:00:00.000+9,2021-06-30T00:00:00.000+9
2,34,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-01,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T00:00:00.000+9,2021-07-01T00:00:00.000+9
2,35,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-07,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T00:00:00.000+9,2021-07-07T00:00:00.000+9
2,36,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-08,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T00:00:00.000+9,2021-07-08T00:00:00.000+9
2,37,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-05,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
2,38,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-12,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
2,39,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-19,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
2,40,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-26,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
2,41,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-03,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
2,42,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-10,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
2,43,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-06,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T15:50:00.000+9,2021-06-06T11:50:00.000+9,2021-06-06T13:50:00.000+9
2,44,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-13,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T15:50:00.000+9,2021-06-13T11:50:00.000+9,2021-06-13T13:50:00.000+9
2,45,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-20,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T15:50:00.000+9,2021-06-20T11:50:00.000+9,2021-06-20T13:50:00.000+9
2,46,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
2,47,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
2,48,6/02～6/20_東生涯学習センター(65歳以上),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_東生涯学習センター(65歳以上)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
2,49,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-02,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-02,2021-06-02T13:20:00.000+9,2021-06-02T14:40:00.000+9,2021-06-02T00:00:00.000+9,2021-06-02T00:00:00.000+9
2,50,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-03,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-03,2021-06-03T13:20:00.000+9,2021-06-03T14:40:00.000+9,2021-06-03T00:00:00.000+9,2021-06-03T00:00:00.000+9
2,51,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-09,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-09,2021-06-09T13:20:00.000+9,2021-06-09T14:40:00.000+9,2021-06-09T00:00:00.000+9,2021-06-09T00:00:00.000+9
2,52,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-10,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-10,2021-06-10T13:20:00.000+9,2021-06-10T14:40:00.000+9,2021-06-10T00:00:00.000+9,2021-06-10T00:00:00.000+9
2,53,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-16,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-16,2021-06-16T13:20:00.000+9,2021-06-16T14:40:00.000+9,2021-06-16T00:00:00.000+9,2021-06-16T00:00:00.000+9
2,54,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-17,13:20,14:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-17,2021-06-17T13:20:00.000+9,2021-06-17T14:40:00.000+9,2021-06-17T00:00:00.000+9,2021-06-17T00:00:00.000+9
2,55,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-23,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T00:00:00.000+9,2021-06-23T00:00:00.000+9
2,56,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-24,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T00:00:00.000+9,2021-06-24T00:00:00.000+9
2,57,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-30,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T00:00:00.000+9,2021-06-30T00:00:00.000+9
2,58,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-01,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T00:00:00.000+9,2021-07-01T00:00:00.000+9
2,59,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-07,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T00:00:00.000+9,2021-07-07T00:00:00.000+9
2,60,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-08,13:20,14:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T00:00:00.000+9,2021-07-08T00:00:00.000+9
2,61,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-05,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-05,2021-06-05T13:20:00.000+9,2021-06-05T16:40:00.000+9,2021-06-05T00:00:00.000+9,2021-06-05T00:00:00.000+9
2,62,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-12,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-12,2021-06-12T13:20:00.000+9,2021-06-12T16:40:00.000+9,2021-06-12T00:00:00.000+9,2021-06-12T00:00:00.000+9
2,63,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-19,13:20,16:40,,,10,3,1,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-19,2021-06-19T13:20:00.000+9,2021-06-19T16:40:00.000+9,2021-06-19T00:00:00.000+9,2021-06-19T00:00:00.000+9
2,64,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-26,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
2,65,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-03,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
2,66,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-10,13:20,16:40,,,10,3,1,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
2,67,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-06,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-06,2021-06-06T09:50:00.000+9,2021-06-06T15:50:00.000+9,2021-06-06T11:50:00.000+9,2021-06-06T13:50:00.000+9
2,68,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-13,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-13,2021-06-13T09:50:00.000+9,2021-06-13T15:50:00.000+9,2021-06-13T11:50:00.000+9,2021-06-13T13:50:00.000+9
2,69,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-20,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-20,2021-06-20T09:50:00.000+9,2021-06-20T15:50:00.000+9,2021-06-20T11:50:00.000+9,2021-06-20T13:50:00.000+9
2,70,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
2,71,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
2,72,6/02～6/20_西南生涯学習センター(65歳以上),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/02～6/20_西南生涯学習センター(65歳以上)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
3,73,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-06-23,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T00:00:00.000+9,2021-06-23T00:00:00.000+9
3,74,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-06-24,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T00:00:00.000+9,2021-06-24T00:00:00.000+9
3,75,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-06-30,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T00:00:00.000+9,2021-06-30T00:00:00.000+9
3,76,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-01,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T00:00:00.000+9,2021-07-01T00:00:00.000+9
3,77,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-07,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T00:00:00.000+9,2021-07-07T00:00:00.000+9
3,78,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-08,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T00:00:00.000+9,2021-07-08T00:00:00.000+9
3,79,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-14,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T00:00:00.000+9,2021-07-14T00:00:00.000+9
3,80,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-15,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T00:00:00.000+9,2021-07-15T00:00:00.000+9
3,81,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-21,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T00:00:00.000+9,2021-07-21T00:00:00.000+9
3,82,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-22,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-22,2021-07-22T13:20:00.000+9,2021-07-22T14:40:00.000+9,2021-07-22T00:00:00.000+9,2021-07-22T00:00:00.000+9
3,83,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-28,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-28,2021-07-28T13:20:00.000+9,2021-07-28T14:40:00.000+9,2021-07-28T00:00:00.000+9,2021-07-28T00:00:00.000+9
