周,No,病院ID,有効,"接種日
※インポート時紐付け不要","接種（予約）開始時間
※インポート時紐付け不要","接種（予約）終了時間
※インポート時紐付け不要","昼休み開始時間
※インポート時紐付け不要","昼休み終了時間
※インポート時紐付け不要",予約枠あたりの時間（分）,予約枠あたりの接種者数,予約枠あたりの優先接種者数,予約開始までの日数,予約終了までの日数,予約変更までの日数,外部ID,開始時,終了時,昼休み開始,昼休み終了
3,84,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-29,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-29,2021-07-29T13:20:00.000+9,2021-07-29T14:40:00.000+9,2021-07-29T00:00:00.000+9,2021-07-29T00:00:00.000+9
3,85,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-06-26,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
3,86,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-03,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
3,87,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-10,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
3,88,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-17,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
3,89,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-24,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-24,2021-07-24T13:20:00.000+9,2021-07-24T16:40:00.000+9,2021-07-24T00:00:00.000+9,2021-07-24T00:00:00.000+9
3,90,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-31,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-31,2021-07-31T13:20:00.000+9,2021-07-31T16:40:00.000+9,2021-07-31T00:00:00.000+9,2021-07-31T00:00:00.000+9
3,91,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
3,92,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
3,93,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
3,94,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-18,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T15:50:00.000+9,2021-07-18T11:50:00.000+9,2021-07-18T13:50:00.000+9
3,95,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-07-25,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-07-25,2021-07-25T09:50:00.000+9,2021-07-25T15:50:00.000+9,2021-07-25T11:50:00.000+9,2021-07-25T13:50:00.000+9
3,96,6/23～7/11_総合保健福祉センター(65歳以上),TRUE,2021-08-01,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_総合保健福祉センター(65歳以上)/2021-08-01,2021-08-01T09:50:00.000+9,2021-08-01T15:50:00.000+9,2021-08-01T11:50:00.000+9,2021-08-01T13:50:00.000+9
3,97,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-06-23,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T00:00:00.000+9,2021-06-23T00:00:00.000+9
3,98,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-06-24,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T00:00:00.000+9,2021-06-24T00:00:00.000+9
3,99,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-06-30,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T00:00:00.000+9,2021-06-30T00:00:00.000+9
3,100,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-01,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T00:00:00.000+9,2021-07-01T00:00:00.000+9
3,101,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-07,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T00:00:00.000+9,2021-07-07T00:00:00.000+9
3,102,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-08,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T00:00:00.000+9,2021-07-08T00:00:00.000+9
3,103,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-14,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T00:00:00.000+9,2021-07-14T00:00:00.000+9
3,104,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-15,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T00:00:00.000+9,2021-07-15T00:00:00.000+9
3,105,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-21,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T00:00:00.000+9,2021-07-21T00:00:00.000+9
3,106,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-22,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-22,2021-07-22T13:20:00.000+9,2021-07-22T14:40:00.000+9,2021-07-22T00:00:00.000+9,2021-07-22T00:00:00.000+9
3,107,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-28,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-28,2021-07-28T13:20:00.000+9,2021-07-28T14:40:00.000+9,2021-07-28T00:00:00.000+9,2021-07-28T00:00:00.000+9
3,108,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-29,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-29,2021-07-29T13:20:00.000+9,2021-07-29T14:40:00.000+9,2021-07-29T00:00:00.000+9,2021-07-29T00:00:00.000+9
3,109,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-06-26,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
3,110,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-03,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
3,111,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-10,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
3,112,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-17,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
3,113,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-24,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-24,2021-07-24T13:20:00.000+9,2021-07-24T16:40:00.000+9,2021-07-24T00:00:00.000+9,2021-07-24T00:00:00.000+9
3,114,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-31,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-31,2021-07-31T13:20:00.000+9,2021-07-31T16:40:00.000+9,2021-07-31T00:00:00.000+9,2021-07-31T00:00:00.000+9
3,115,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
3,116,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
3,117,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
3,118,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-18,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T15:50:00.000+9,2021-07-18T11:50:00.000+9,2021-07-18T13:50:00.000+9
3,119,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-07-25,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-07-25,2021-07-25T09:50:00.000+9,2021-07-25T15:50:00.000+9,2021-07-25T11:50:00.000+9,2021-07-25T13:50:00.000+9
3,120,6/23～7/11_東生涯学習センター(65歳以上),TRUE,2021-08-01,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_東生涯学習センター(65歳以上)/2021-08-01,2021-08-01T09:50:00.000+9,2021-08-01T15:50:00.000+9,2021-08-01T11:50:00.000+9,2021-08-01T13:50:00.000+9
3,121,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-06-23,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-06-23,2021-06-23T13:20:00.000+9,2021-06-23T14:40:00.000+9,2021-06-23T00:00:00.000+9,2021-06-23T00:00:00.000+9
3,122,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-06-24,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-06-24,2021-06-24T13:20:00.000+9,2021-06-24T14:40:00.000+9,2021-06-24T00:00:00.000+9,2021-06-24T00:00:00.000+9
3,123,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-06-30,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-06-30,2021-06-30T13:20:00.000+9,2021-06-30T14:40:00.000+9,2021-06-30T00:00:00.000+9,2021-06-30T00:00:00.000+9
3,124,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-01,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-01,2021-07-01T13:20:00.000+9,2021-07-01T14:40:00.000+9,2021-07-01T00:00:00.000+9,2021-07-01T00:00:00.000+9
3,125,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-07,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-07,2021-07-07T13:20:00.000+9,2021-07-07T14:40:00.000+9,2021-07-07T00:00:00.000+9,2021-07-07T00:00:00.000+9
3,126,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-08,13:20,14:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-08,2021-07-08T13:20:00.000+9,2021-07-08T14:40:00.000+9,2021-07-08T00:00:00.000+9,2021-07-08T00:00:00.000+9
3,127,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-14,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T00:00:00.000+9,2021-07-14T00:00:00.000+9
3,128,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-15,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T00:00:00.000+9,2021-07-15T00:00:00.000+9
3,129,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-21,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T00:00:00.000+9,2021-07-21T00:00:00.000+9
3,130,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-22,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-22,2021-07-22T13:20:00.000+9,2021-07-22T14:40:00.000+9,2021-07-22T00:00:00.000+9,2021-07-22T00:00:00.000+9
3,131,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-28,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-28,2021-07-28T13:20:00.000+9,2021-07-28T14:40:00.000+9,2021-07-28T00:00:00.000+9,2021-07-28T00:00:00.000+9
3,132,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-29,13:20,14:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-29,2021-07-29T13:20:00.000+9,2021-07-29T14:40:00.000+9,2021-07-29T00:00:00.000+9,2021-07-29T00:00:00.000+9
3,133,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-06-26,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-06-26,2021-06-26T13:20:00.000+9,2021-06-26T16:40:00.000+9,2021-06-26T00:00:00.000+9,2021-06-26T00:00:00.000+9
3,134,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-03,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-03,2021-07-03T13:20:00.000+9,2021-07-03T16:40:00.000+9,2021-07-03T00:00:00.000+9,2021-07-03T00:00:00.000+9
3,135,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-10,13:20,16:40,,,10,3,1,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-10,2021-07-10T13:20:00.000+9,2021-07-10T16:40:00.000+9,2021-07-10T00:00:00.000+9,2021-07-10T00:00:00.000+9
3,136,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-17,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
3,137,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-24,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-24,2021-07-24T13:20:00.000+9,2021-07-24T16:40:00.000+9,2021-07-24T00:00:00.000+9,2021-07-24T00:00:00.000+9
3,138,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-31,13:20,16:40,,,10,3,1,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-31,2021-07-31T13:20:00.000+9,2021-07-31T16:40:00.000+9,2021-07-31T00:00:00.000+9,2021-07-31T00:00:00.000+9
3,139,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-06-27,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-06-27,2021-06-27T09:50:00.000+9,2021-06-27T15:50:00.000+9,2021-06-27T11:50:00.000+9,2021-06-27T13:50:00.000+9
3,140,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-04,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-04,2021-07-04T09:50:00.000+9,2021-07-04T15:50:00.000+9,2021-07-04T11:50:00.000+9,2021-07-04T13:50:00.000+9
3,141,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-11,9:50,15:50,11:50,13:50,10,5,2,120,2,2,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-11,2021-07-11T09:50:00.000+9,2021-07-11T15:50:00.000+9,2021-07-11T11:50:00.000+9,2021-07-11T13:50:00.000+9
3,142,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-18,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T15:50:00.000+9,2021-07-18T11:50:00.000+9,2021-07-18T13:50:00.000+9
3,143,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-07-25,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-07-25,2021-07-25T09:50:00.000+9,2021-07-25T15:50:00.000+9,2021-07-25T11:50:00.000+9,2021-07-25T13:50:00.000+9
3,144,6/23～7/11_西南生涯学習センター(65歳以上),TRUE,2021-08-01,9:50,15:50,11:50,13:50,10,5,2,0,0,0,6/23～7/11_西南生涯学習センター(65歳以上)/2021-08-01,2021-08-01T09:50:00.000+9,2021-08-01T15:50:00.000+9,2021-08-01T11:50:00.000+9,2021-08-01T13:50:00.000+9
4,145,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-14,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T00:00:00.000+9,2021-07-14T00:00:00.000+9
4,146,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-15,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T00:00:00.000+9,2021-07-15T00:00:00.000+9
4,147,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-21,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T00:00:00.000+9,2021-07-21T00:00:00.000+9
4,148,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-28,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-28,2021-07-28T13:20:00.000+9,2021-07-28T14:40:00.000+9,2021-07-28T00:00:00.000+9,2021-07-28T00:00:00.000+9
4,149,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-29,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-29,2021-07-29T13:20:00.000+9,2021-07-29T14:40:00.000+9,2021-07-29T00:00:00.000+9,2021-07-29T00:00:00.000+9
4,150,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-04,13:20,14:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-04,2021-08-04T13:20:00.000+9,2021-08-04T14:40:00.000+9,2021-08-04T00:00:00.000+9,2021-08-04T00:00:00.000+9
4,151,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-05,13:20,14:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-05,2021-08-05T13:20:00.000+9,2021-08-05T14:40:00.000+9,2021-08-05T00:00:00.000+9,2021-08-05T00:00:00.000+9
4,152,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-11,13:20,14:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-11,2021-08-11T13:20:00.000+9,2021-08-11T14:40:00.000+9,2021-08-11T00:00:00.000+9,2021-08-11T00:00:00.000+9
4,153,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-18,13:20,14:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-18,2021-08-18T13:20:00.000+9,2021-08-18T14:40:00.000+9,2021-08-18T00:00:00.000+9,2021-08-18T00:00:00.000+9
4,154,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-19,13:20,14:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-19,2021-08-19T13:20:00.000+9,2021-08-19T14:40:00.000+9,2021-08-19T00:00:00.000+9,2021-08-19T00:00:00.000+9
4,155,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-17,13:20,16:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-17,2021-07-17T13:20:00.000+9,2021-07-17T16:40:00.000+9,2021-07-17T00:00:00.000+9,2021-07-17T00:00:00.000+9
4,156,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-31,13:20,16:40,,,10,3,1,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-31,2021-07-31T13:20:00.000+9,2021-07-31T16:40:00.000+9,2021-07-31T00:00:00.000+9,2021-07-31T00:00:00.000+9
4,157,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-07,13:20,16:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-07,2021-08-07T13:20:00.000+9,2021-08-07T16:40:00.000+9,2021-08-07T00:00:00.000+9,2021-08-07T00:00:00.000+9
4,158,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-21,13:20,16:40,,,10,3,1,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-21,2021-08-21T13:20:00.000+9,2021-08-21T16:40:00.000+9,2021-08-21T00:00:00.000+9,2021-08-21T00:00:00.000+9
4,159,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-18,9:50,15:50,11:50,13:50,10,5,2,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-18,2021-07-18T09:50:00.000+9,2021-07-18T15:50:00.000+9,2021-07-18T11:50:00.000+9,2021-07-18T13:50:00.000+9
4,160,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-07-25,9:50,15:50,11:50,13:50,10,5,2,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-07-25,2021-07-25T09:50:00.000+9,2021-07-25T15:50:00.000+9,2021-07-25T11:50:00.000+9,2021-07-25T13:50:00.000+9
4,161,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-01,9:50,15:50,11:50,13:50,10,5,2,120,2,2,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-01,2021-08-01T09:50:00.000+9,2021-08-01T15:50:00.000+9,2021-08-01T11:50:00.000+9,2021-08-01T13:50:00.000+9
4,162,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-08,9:50,15:50,11:50,13:50,10,5,2,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-08,2021-08-08T09:50:00.000+9,2021-08-08T15:50:00.000+9,2021-08-08T11:50:00.000+9,2021-08-08T13:50:00.000+9
4,163,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-15,9:50,15:50,11:50,13:50,10,5,2,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-15,2021-08-15T09:50:00.000+9,2021-08-15T15:50:00.000+9,2021-08-15T11:50:00.000+9,2021-08-15T13:50:00.000+9
4,164,7/14～8/01_総合保健福祉センター(65歳以上),TRUE,2021-08-22,9:50,15:50,11:50,13:50,10,5,2,0,0,0,7/14～8/01_総合保健福祉センター(65歳以上)/2021-08-22,2021-08-22T09:50:00.000+9,2021-08-22T15:50:00.000+9,2021-08-22T11:50:00.000+9,2021-08-22T13:50:00.000+9
4,165,7/14～8/01_東生涯学習センター(65歳以上),TRUE,2021-07-14,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_東生涯学習センター(65歳以上)/2021-07-14,2021-07-14T13:20:00.000+9,2021-07-14T14:40:00.000+9,2021-07-14T00:00:00.000+9,2021-07-14T00:00:00.000+9
4,166,7/14～8/01_東生涯学習センター(65歳以上),TRUE,2021-07-15,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_東生涯学習センター(65歳以上)/2021-07-15,2021-07-15T13:20:00.000+9,2021-07-15T14:40:00.000+9,2021-07-15T00:00:00.000+9,2021-07-15T00:00:00.000+9
4,167,7/14～8/01_東生涯学習センター(65歳以上),TRUE,2021-07-21,13:20,14:40,,,10,3,1,120,2,2,7/14～8/01_東生涯学習センター(65歳以上)/2021-07-21,2021-07-21T13:20:00.000+9,2021-07-21T14:40:00.000+9,2021-07-21T00:00:00.000+9,2021-07-21T00:00:00.000+9
